"","Symbol","Year","Indicator"
"17146","HPJ","Y2016",1
"17147","HPT","Y2016",1
"17148","HQCL","Y2016",0
"17149","HQY","Y2016",1
"17150","HRTX","Y2016",1
"17151","HSGX","Y2016",1
"17152","HSIC","Y2016",1
"17153","HSII","Y2016",1
"17154","HSKA","Y2016",1
"17155","HSON","Y2016",1
"17156","HSTM","Y2016",1
"17157","HTBX","Y2016",1
"17158","HTGM","Y2016",1
"17159","HTHT","Y2016",1
"17160","HTLD","Y2016",1
"17161","HUBG","Y2016",1
"17162","HURC","Y2016",1
"17163","HURN","Y2016",1
"17164","HWCC","Y2016",1
"17165","HWKN","Y2016",1
"17166","HYGS","Y2016",1
"17167","HZNP","Y2016",1
"17168","IAC","Y2016",1
"17169","IART","Y2016",1
"17170","ICAD","Y2016",1
"17171","ICCC","Y2016",1
"17172","ICFI","Y2016",1
"17173","ICHR","Y2016",1
"17174","ICLK","Y2016",0
"17175","ICLR","Y2016",1
"17176","ICON","Y2016",1
"17177","ICPT","Y2016",1
"17178","ICUI","Y2016",1
"17179","IDCC","Y2016",1
"17180","IDRA","Y2016",1
"17181","IDSA","Y2016",1
"17182","IDSY","Y2016",1
"17183","IDTI","Y2016",1
"17184","IDXG","Y2016",1
"17185","IDXX","Y2016",1
"17186","IEP","Y2016",1
"17187","IESC","Y2016",1
"17188","IFMK","Y2016",1
"17189","IFON","Y2016",1
"17190","IGLD","Y2016",1
"17191","III","Y2016",1
"17192","IIIN","Y2016",1
"17193","IIJI","Y2016",1
"17194","IIN","Y2016",1
"17195","IIVI","Y2016",1
"17196","IKNX","Y2016",1
"17197","ILMN","Y2016",1
"17198","ILPT","Y2016",0
"17199","IMDZ","Y2016",1
"17200","IMGN","Y2016",1
"17201","IMI","Y2016",1
"17202","IMKTA","Y2016",1
"17203","IMMP","Y2016",1
"17204","IMMR","Y2016",1
"17205","IMMU","Y2016",1
"17206","IMMY","Y2016",1
"17207","IMOS","Y2016",1
"17208","IMPV","Y2016",1
"17209","IMRN","Y2016",1
"17210","IMTE","Y2016",0
"17211","INAP","Y2016",1
"17212","INCY","Y2016",1
"17213","INFI","Y2016",1
"17214","INFN","Y2016",1
"17215","INFO","Y2016",1
"17216","INGN","Y2016",1
"17217","INNT","Y2016",1
"17218","INO","Y2016",1
"17219","INOD","Y2016",1
"17220","INOV","Y2016",1
"17221","INPX","Y2016",1
"17222","INSE","Y2016",1
"17223","INSG","Y2016",1
"17224","INSM","Y2016",1
"17225","INSY","Y2016",1
"17226","INTC","Y2016",1
"17227","INTG","Y2016",1
"17228","INTU","Y2016",1
"17229","INTX","Y2016",1
"17230","INVA","Y2016",1
"17231","INVE","Y2016",1
"17232","INWK","Y2016",1
"17233","IONS","Y2016",1
"17234","IOSP","Y2016",1
"17235","IOTS","Y2016",1
"17236","IOVA","Y2016",1
"17237","IPAR","Y2016",1
"17238","IPAS","Y2016",1
"17239","IPCI","Y2016",1
"17240","IPDN","Y2016",1
"17241","IPGP","Y2016",1
"17242","IPHS","Y2016",1
"17243","IPIC","Y2016",0
"17244","IPWR","Y2016",1
"17245","IPXL","Y2016",1
"17246","IRBT","Y2016",1
"17247","IRCP","Y2016",1
"17248","IRDM","Y2016",1
"17249","IRDMB","Y2016",NA
"17250","IRIX","Y2016",1
"17251","IRMD","Y2016",1
"17252","IRTC","Y2016",1
"17253","IRWD","Y2016",1
"17254","ISCA","Y2016",1
"17255","ISIG","Y2016",1
"17256","ISNS","Y2016",1
"17257","ISRG","Y2016",1
"17258","ISRL","Y2016",1
"17259","ISSC","Y2016",1
"17260","ITCI","Y2016",1
"17261","ITI","Y2016",1
"17262","ITRI","Y2016",1
"17263","ITRN","Y2016",1
"17264","ITUS","Y2016",1
"17265","IVAC","Y2016",1
"17266","IVTY","Y2016",1
"17267","IZEA","Y2016",1
"17268","JACK","Y2016",1
"17269","JAGX","Y2016",1
"17270","JAKK","Y2016",1
"17271","JASN","Y2016",1
"17272","JASO","Y2016",1
"17273","JAZZ","Y2016",1
"17274","JBHT","Y2016",1
"17275","JBLU","Y2016",1
"17276","JBSS","Y2016",1
"17277","JCOM","Y2016",1
"17278","JCS","Y2016",0
"17279","JCTCF","Y2016",1
"17280","JD","Y2016",1
"17281","JJSF","Y2016",1
"17282","JKHY","Y2016",1
"17283","JMBA","Y2016",1
"17284","JMU","Y2016",1
"17285","JNCE","Y2016",1
"17286","JNP","Y2016",1
"17287","JOBS","Y2016",1
"17288","JOUT","Y2016",1
"17289","JSYN","Y2016",0
"17290","JUNO","Y2016",1
"17291","JVA","Y2016",1
"17292","JYNT","Y2016",1
"17293","KALA","Y2016",0
"17294","KALU","Y2016",1
"17295","KALV","Y2016",1
"17296","KANG","Y2016",1
"17297","KBAL","Y2016",1
"17298","KBSF","Y2016",1
"17299","KE","Y2016",1
"17300","KELYA","Y2016",1
"17301","KELYB","Y2016",1
"17302","KEQU","Y2016",1
"17303","KERX","Y2016",1
"17304","KEYW","Y2016",1
"17305","KFRC","Y2016",1
"17306","KGJI","Y2016",1
"17307","KHC","Y2016",1
"17308","KIDS","Y2016",0
"17309","KIN","Y2016",1
"17310","KIRK","Y2016",1
"17311","KLAC","Y2016",1
"17312","KLIC","Y2016",1
"17313","KLXI","Y2016",1
"17314","KMDA","Y2016",1
"17315","KMPH","Y2016",1
"17316","KNDI","Y2016",1
"17317","KONA","Y2016",1
"17318","KONE","Y2016",1
"17319","KOOL","Y2016",1
"17320","KOPN","Y2016",1
"17321","KOSS","Y2016",1
"17322","KPTI","Y2016",1
"17323","KRNT","Y2016",1
"17324","KRYS","Y2016",NA
"17325","KTCC","Y2016",1
"17326","KTEC","Y2016",1
"17327","KTOS","Y2016",1
"17328","KTOV","Y2016",1
"17329","KTWO","Y2016",1
"17330","KURA","Y2016",1
"17331","KVHI","Y2016",1
"17332","KZIA","Y2016",1
"17333","LABL","Y2016",1
"17334","LAKE","Y2016",1
"17335","LAMR","Y2016",1
"17336","LANC","Y2016",1
"17337","LAND","Y2016",1
"17338","LAUR","Y2016",1
"17339","LAWS","Y2016",1
"17340","LAYN","Y2016",1
"17341","LBCC","Y2016",1
"17342","LBIX","Y2016",1
"17343","LBRDA","Y2016",1
"17344","LBRDK","Y2016",1
"17345","LBTYA","Y2016",1
"17346","LBTYB","Y2016",1
"17347","LBTYK","Y2016",1
"17348","LCUT","Y2016",1
"17349","LE","Y2016",1
"17350","LECO","Y2016",1
"17351","LEDS","Y2016",1
"17352","LENS","Y2016",1
"17353","LEXEA","Y2016",1
"17354","LEXEB","Y2016",1
"17355","LFUS","Y2016",1
"17356","LFVN","Y2016",1
"17357","LGCY","Y2016",1
"17358","LGCYO","Y2016",NA
"17359","LGCYP","Y2016",NA
"17360","LGIH","Y2016",1
"17361","LGND","Y2016",1
"17362","LHCG","Y2016",1
"17363","LIFE","Y2016",1
"17364","LILA","Y2016",1
"17365","LILAK","Y2016",1
"17366","LINC","Y2016",1
"17367","LIND","Y2016",1
"17368","LINK","Y2016",1
"17369","LINU","Y2016",1
"17370","LITE","Y2016",1
"17371","LIVN","Y2016",1
"17372","LJPC","Y2016",1
"17373","LKQ","Y2016",1
"17374","LLIT","Y2016",1
"17375","LLNW","Y2016",1
"17376","LMAT","Y2016",1
"17377","LMB","Y2016",0
"17378","LMNR","Y2016",1
"17379","LMNX","Y2016",1
"17380","LMRK","Y2016",1
"17381","LNCE","Y2016",1
"17382","LNDC","Y2016",1
"17383","LNTH","Y2016",1
"17384","LOAN","Y2016",1
"17385","LOCO","Y2016",1
"17386","LOGI","Y2016",1
"17387","LOGM","Y2016",1
"17388","LONE","Y2016",1
"17389","LOOP","Y2016",0
"17390","LOPE","Y2016",1
"17391","LORL","Y2016",1
"17392","LOXO","Y2016",1
"17393","LPCN","Y2016",1
"17394","LPNT","Y2016",1
"17395","LPSN","Y2016",1
"17396","LPTH","Y2016",1
"17397","LPTX","Y2016",1
"17398","LQDT","Y2016",1
"17399","LRAD","Y2016",1
"17400","LRCX","Y2016",1
"17401","LSCC","Y2016",1
"17402","LSTR","Y2016",1
"17403","LSXMK","Y2016",1
"17404","LTBR","Y2016",1
"17405","LTRPA","Y2016",1
"17406","LTRPB","Y2016",1
"17407","LTRX","Y2016",1
"17408","LULU","Y2016",1
"17409","LUNA","Y2016",1
"17410","LVNTA","Y2016",1
"17411","LVNTB","Y2016",1
"17412","LWAY","Y2016",1
"17413","LXRX","Y2016",1
"17414","LYTS","Y2016",1
"17415","MACK","Y2016",1
"17416","MAGS","Y2016",1
"17417","MAMS","Y2016",1
"17418","MANH","Y2016",1
"17419","MANT","Y2016",1
"17420","MAR","Y2016",1
"17421","MARA","Y2016",1
"17422","MARK","Y2016",1
"17423","MARPS","Y2016",1
"17424","MASI","Y2016",1
"17425","MAT","Y2016",1
"17426","MATR","Y2016",1
"17427","MATW","Y2016",1
"17428","MAYS","Y2016",1
"17429","MB","Y2016",1
"17430","MBII","Y2016",1
"17431","MBIO","Y2016",NA
"17432","MBOT","Y2016",1
"17433","MBRX","Y2016",0
"17434","MBUU","Y2016",1
"17435","MBVX","Y2016",1
"17436","MCEP","Y2016",1
"17437","MCFT","Y2016",1
"17438","MCHP","Y2016",1
"17439","MCHX","Y2016",1
"17440","MCRB","Y2016",1
"17441","MCRI","Y2016",1
"17442","MDB","Y2016",0
"17443","MDCA","Y2016",1
"17444","MDCO","Y2016",1
"17445","MDGL","Y2016",1
"17446","MDGS","Y2016",1
"17447","MDLZ","Y2016",1
"17448","MDRX","Y2016",1
"17449","MDSO","Y2016",1
"17450","MDWD","Y2016",1
"17451","MDXG","Y2016",1
"17452","MEDP","Y2016",1
"17453","MEET","Y2016",1
"17454","MEIP","Y2016",1
"17455","MELI","Y2016",1
"17456","MEOH","Y2016",1
"17457","MERC","Y2016",1
"17458","MESO","Y2016",1
"17459","METC","Y2016",1
"17460","MGEE","Y2016",1
"17461","MGEN","Y2016",1
"17462","MGI","Y2016",1
"17463","MGIC","Y2016",1
"17464","MGLN","Y2016",1
"17465","MGNX","Y2016",1
"17466","MGPI","Y2016",1
"17467","MGRC","Y2016",1
"17468","MICT","Y2016",1
"17469","MIDD","Y2016",1
"17470","MIK","Y2016",1
"17471","MIME","Y2016",1
"17472","MIND","Y2016",1
"17473","MINI","Y2016",1
"17474","MITK","Y2016",1
"17475","MITL","Y2016",1
"17476","MKSI","Y2016",1
"17477","MLAB","Y2016",1
"17478","MLCO","Y2016",1
"17479","MLHR","Y2016",1
"17480","MLNK","Y2016",1
"17481","MLNT","Y2016",1
"17482","MLNX","Y2016",1
"17483","MMLP","Y2016",1
"17484","MMSI","Y2016",1
"17485","MMYT","Y2016",1
"17486","MNDO","Y2016",1
"17487","MNGA","Y2016",1
"17488","MNKD","Y2016",1
"17489","MNLO","Y2016",0
"17490","MNOV","Y2016",1
"17491","MNRO","Y2016",1
"17492","MNST","Y2016",1
"17493","MNTA","Y2016",1
"17494","MNTX","Y2016",1
"17495","MOBL","Y2016",1
"17496","MOMO","Y2016",1
"17497","MOSY","Y2016",1
"17498","MOTS","Y2016",0
"17499","MOXC","Y2016",1
"17500","MPAA","Y2016",1
"17501","MPVD","Y2016",1
"17502","MPWR","Y2016",1
"17503","MRAM","Y2016",1
"17504","MRCY","Y2016",1
"17505","MRDN","Y2016",1
"17506","MRNS","Y2016",1
"17507","MRSN","Y2016",0
"17508","MRTN","Y2016",1
"17509","MRTX","Y2016",1
"17510","MRUS","Y2016",1
"17511","MRVL","Y2016",1
"17512","MSCC","Y2016",1
"17513","MSEX","Y2016",1
"17514","MSFT","Y2016",1
"17515","MSON","Y2016",1
"17516","MSTR","Y2016",1
"17517","MTBC","Y2016",1
"17518","MTBCP","Y2016",NA
"17519","MTCH","Y2016",1
"17520","MTEM","Y2016",1
"17521","MTEX","Y2016",1
"17522","MTFB","Y2016",1
"17523","MTGE","Y2016",1
"17524","MTGEP","Y2016",NA
"17525","MTLS","Y2016",1
"17526","MTP","Y2016",1
"17527","MTRX","Y2016",1
"17528","MTSC","Y2016",1
"17529","MTSI","Y2016",1
"17530","MTSL","Y2016",1
"17531","MU","Y2016",1
"17532","MVIS","Y2016",1
"17533","MXIM","Y2016",1
"17534","MXWL","Y2016",1
"17535","MYGN","Y2016",1
"17536","MYL","Y2016",1
"17537","MYND","Y2016",1
"17538","MYOK","Y2016",1
"17539","MYOS","Y2016",1
"17540","MYRG","Y2016",1
"17541","MYSZ","Y2016",1
"17542","MZOR","Y2016",1
"17543","NAII","Y2016",1
"17544","NAKD","Y2016",1
"17545","NANO","Y2016",1
"17546","NAOV","Y2016",1
"17547","NATH","Y2016",1
"17548","NATI","Y2016",1
"17549","NATR","Y2016",1
"17550","NAUH","Y2016",1
"17551","NBEV","Y2016",1
"17552","NBIX","Y2016",1
"17553","NBRV","Y2016",1
"17554","NCMI","Y2016",1
"17555","NCNA","Y2016",0
"17556","NCSM","Y2016",0
"17557","NCTY","Y2016",1
"17558","NDLS","Y2016",1
"17559","NDRA","Y2016",NA
"17560","NDSN","Y2016",1
"17561","NEO","Y2016",1
"17562","NEOG","Y2016",1
"17563","NEON","Y2016",1
"17564","NEOS","Y2016",1
"17565","NEPT","Y2016",1
"17566","NERV","Y2016",1
"17567","NETE","Y2016",1
"17568","NEWA","Y2016",0
"17569","NEXT","Y2016",1
"17570","NFEC","Y2016",1
"17571","NFLX","Y2016",1
"17572","NH","Y2016",1
"17573","NHTC","Y2016",1
"17574","NICE","Y2016",1
"17575","NIHD","Y2016",1
"17576","NITE","Y2016",0
"17577","NK","Y2016",1
"17578","NKTR","Y2016",1
"17579","NLNK","Y2016",1
"17580","NLST","Y2016",1
"17581","NMRD","Y2016",1
"17582","NNBR","Y2016",1
"17583","NNDM","Y2016",1
"17584","NOVN","Y2016",1
"17585","NOVT","Y2016",1
"17586","NRCIA","Y2016",1
"17587","NRCIB","Y2016",1
"17588","NSIT","Y2016",1
"17589","NSSC","Y2016",1
"17590","NSTG","Y2016",1
"17591","NSYS","Y2016",1
"17592","NTAP","Y2016",1
"17593","NTCT","Y2016",1
"17594","NTEC","Y2016",1
"17595","NTES","Y2016",1
"17596","NTGR","Y2016",1
"17597","NTIC","Y2016",1
"17598","NTLA","Y2016",1
"17599","NTNX","Y2016",0
"17600","NTRA","Y2016",1
"17601","NTRI","Y2016",1
"17602","NTRP","Y2016",1
"17603","NTWK","Y2016",1
"17604","NUAN","Y2016",1
"17605","NURO","Y2016",1
"17606","NUVA","Y2016",1
"17607","NVAX","Y2016",1
"17608","NVCN","Y2016",1
"17609","NVCR","Y2016",1
"17610","NVDA","Y2016",1
"17611","NVEC","Y2016",1
"17612","NVEE","Y2016",1
"17613","NVFY","Y2016",1
"17614","NVIV","Y2016",1
"17615","NVLN","Y2016",1
"17616","NVMI","Y2016",1
"17617","NVTR","Y2016",1
"17618","NVUS","Y2016",1
"17619","NWPX","Y2016",1
"17620","NWS","Y2016",1
"17621","NWSA","Y2016",1
"17622","NXEO","Y2016",1
"17623","NXPI","Y2016",1
"17624","NXST","Y2016",1
"17625","NXTD","Y2016",1
"17626","NXTM","Y2016",1
"17627","NYMT","Y2016",1
"17628","NYMX","Y2016",1
"17629","NYNY","Y2016",1
"17630","OACQ","Y2016",1
"17631","OASM","Y2016",1
"17632","OBCI","Y2016",1
"17633","OBLN","Y2016",1
"17634","OBSV","Y2016",0
"17635","OCC","Y2016",1
"17636","OCLR","Y2016",1
"17637","OCUL","Y2016",1
"17638","ODFL","Y2016",1
"17639","ODP","Y2016",1
"17640","ODT","Y2016",0
"17641","OESX","Y2016",1
"17642","OFIX","Y2016",1
"17643","OFLX","Y2016",1
"17644","OHGI","Y2016",1
"17645","OHRP","Y2016",1
"17646","OIIM","Y2016",1
"17647","OKTA","Y2016",0
"17648","OLED","Y2016",1
"17649","OLLI","Y2016",1
"17650","OMAB","Y2016",1
"17651","OMCL","Y2016",1
"17652","OMED","Y2016",1
"17653","OMER","Y2016",1
"17654","OMEX","Y2016",1
"17655","OMNT","Y2016",1
"17656","ON","Y2016",1
"17657","ONCE","Y2016",1
"17658","ONCS","Y2016",1
"17659","ONS","Y2016",1
"17660","ONTX","Y2016",1
"17661","ONVO","Y2016",1
"17662","OPGN","Y2016",1
"17663","OPHT","Y2016",1
"17664","OPK","Y2016",1
"17665","OPNT","Y2016",1
"17666","OPTN","Y2016",0
"17667","OPTT","Y2016",1
"17668","ORBC","Y2016",1
"17669","ORBK","Y2016",1
"17670","OREX","Y2016",1
"17671","ORIG","Y2016",1
"17672","ORLY","Y2016",1
"17673","ORMP","Y2016",1
"17674","ORPN","Y2016",1
"17675","OSIS","Y2016",1
"17676","OSN","Y2016",1
"17677","OSS","Y2016",0
"17678","OSTK","Y2016",1
"17679","OSUR","Y2016",1
"17680","OTEL","Y2016",1
"17681","OTEX","Y2016",1
"17682","OTIC","Y2016",1
"17683","OTIV","Y2016",1
"17684","OTTR","Y2016",1
"17685","OVAS","Y2016",1
"17686","OVID","Y2016",0
"17687","OXFD","Y2016",1
"17688","PAAS","Y2016",1
"17689","PACB","Y2016",1
"17690","PAHC","Y2016",1
"17691","PANL","Y2016",1
"17692","PATI","Y2016",0
"17693","PATK","Y2016",1
"17694","PAVM","Y2016",1
"17695","PAYX","Y2016",1
"17696","PBPB","Y2016",1
"17697","PBYI","Y2016",1
"17698","PCAR","Y2016",1
"17699","PCH","Y2016",1
"17700","PCLN","Y2016",1
"17701","PCMI","Y2016",1
"17702","PCOM","Y2016",1
"17703","PCRX","Y2016",1
"17704","PCTI","Y2016",1
"17705","PCTY","Y2016",1
"17706","PCYG","Y2016",1
"17707","PCYO","Y2016",1
"17708","PDCE","Y2016",1
"17709","PDCO","Y2016",1
"17710","PDEX","Y2016",1
"17711","PDFS","Y2016",1
"17712","PDLI","Y2016",1
"17713","PDVW","Y2016",1
"17714","PEGA","Y2016",1
"17715","PEGI","Y2016",1
"17716","PEIX","Y2016",1
"17717","PENN","Y2016",1
"17718","PEP","Y2016",1
"17719","PERI","Y2016",1
"17720","PERY","Y2016",1
"17721","PESI","Y2016",1
"17722","PETQ","Y2016",0
"17723","PETS","Y2016",1
"17724","PETX","Y2016",1
"17725","PETZ","Y2016",0
"17726","PFIE","Y2016",1
"17727","PFIN","Y2016",1
"17728","PFMT","Y2016",1
"17729","PFPT","Y2016",1
"17730","PFSW","Y2016",1
"17731","PGLC","Y2016",1
"17732","PGNX","Y2016",1
"17733","PHII","Y2016",1
"17734","PHIIK","Y2016",1
"17735","PI","Y2016",1
"17736","PINC","Y2016",1
"17737","PIRS","Y2016",1
"17738","PIXY","Y2016",0
"17739","PKOH","Y2016",1
"17740","PLAB","Y2016",1
"17741","PLAY","Y2016",1
"17742","PLCE","Y2016",1
"17743","PLPC","Y2016",1
"17744","PLSE","Y2016",1
"17745","PLUG","Y2016",1
"17746","PLUS","Y2016",1
"17747","PLXP","Y2016",1
"17748","PLXS","Y2016",1
"17749","PLYA","Y2016",0
"17750","PMD","Y2016",1
"17751","PNK","Y2016",1
"17752","PNRG","Y2016",1
"17753","PNTR","Y2016",1
"17754","PODD","Y2016",1
"17755","POLA","Y2016",1
"17756","POOL","Y2016",1
"17757","POPE","Y2016",1
"17758","POWI","Y2016",1
"17759","POWL","Y2016",1
"17760","PPC","Y2016",1
"17761","PPIH","Y2016",1
"17762","PRAH","Y2016",1
"17763","PRAN","Y2016",1
"17764","PRCP","Y2016",1
"17765","PRFT","Y2016",1
"17766","PRGS","Y2016",1
"17767","PRGX","Y2016",1
"17768","PRIM","Y2016",1
"17769","PRKR","Y2016",1
"17770","PRMW","Y2016",1
"17771","PRPH","Y2016",1
"17772","PRPL","Y2016",0
"17773","PRPO","Y2016",1
"17774","PRQR","Y2016",1
"17775","PRSC","Y2016",1
"17776","PRSS","Y2016",1
"17777","PRTA","Y2016",1
"17778","PRTK","Y2016",1
"17779","PRTO","Y2016",1
"17780","PRTS","Y2016",1
"17781","PSDO","Y2016",0
"17782","PSDV","Y2016",1
"17783","PSMT","Y2016",1
"17784","PSTI","Y2016",1
"17785","PTC","Y2016",1
"17786","PTCT","Y2016",1
"17787","PTEN","Y2016",1
"17788","PTGX","Y2016",1
"17789","PTI","Y2016",1
"17790","PTIE","Y2016",1
"17791","PTLA","Y2016",1
"17792","PTNR","Y2016",1
"17793","PTSI","Y2016",1
"17794","PTX","Y2016",1
"17795","PULM","Y2016",1
"17796","PVAC","Y2016",0
"17797","PXLW","Y2016",1
"17798","PXS","Y2016",1
"17799","PYPL","Y2016",1
"17800","PZZA","Y2016",1
"17801","QADA","Y2016",1
"17802","QADB","Y2016",1
"17803","QBAK","Y2016",1
"17804","QCOM","Y2016",1
"17805","QDEL","Y2016",1
"17806","QIWI","Y2016",1
"17807","QLYS","Y2016",1
"17808","QNST","Y2016",1
"17809","QRHC","Y2016",1
"17810","QRVO","Y2016",1
"17811","QSII","Y2016",1
"17812","QTNA","Y2016",1
"17813","QTNT","Y2016",1
"17814","QTRH","Y2016",1
"17815","QTRX","Y2016",0
"17816","QUIK","Y2016",1
"17817","QUMU","Y2016",1
"17818","QURE","Y2016",1
"17819","QVCA","Y2016",1
"17820","QVCB","Y2016",1
"17821","RADA","Y2016",1
"17822","RAIL","Y2016",1
"17823","RAND","Y2016",1
"17824","RARE","Y2016",1
"17825","RAVE","Y2016",1
"17826","RAVN","Y2016",1
"17827","RBBN","Y2016",1
"17828","RBCN","Y2016",1
"17829","RCII","Y2016",1
"17830","RCKT","Y2016",1
"17831","RCKY","Y2016",1
"17832","RCM","Y2016",1
"17833","RCMT","Y2016",1
"17834","RCON","Y2016",1
"17835","RDCM","Y2016",1
"17836","RDHL","Y2016",1
"17837","RDI","Y2016",1
"17838","RDIB","Y2016",1
"17839","RDNT","Y2016",1
"17840","RDUS","Y2016",1
"17841","RDWR","Y2016",1
"17842","RECN","Y2016",1
"17843","REDU","Y2016",0
"17844","REFR","Y2016",1
"17845","REGI","Y2016",1
"17846","REGN","Y2016",1
"17847","REIS","Y2016",1
"17848","RELL","Y2016",1
"17849","RELV","Y2016",1
"17850","REPH","Y2016",1
"17851","RESN","Y2016",1
"17852","RETO","Y2016",0
"17853","REXX","Y2016",1
"17854","RFIL","Y2016",1
"17855","RGCO","Y2016",1
"17856","RGEN","Y2016",1
"17857","RGLD","Y2016",1
"17858","RGLS","Y2016",1
"17859","RGNX","Y2016",1
"17860","RGSE","Y2016",1
"17861","RIBT","Y2016",1
"17862","RICK","Y2016",1
"17863","RIGL","Y2016",1
"17864","RILY","Y2016",1
"17865","RIOT","Y2016",1
"17866","RKDA","Y2016",1
"17867","RLJE","Y2016",1
"17868","RMBL","Y2016",1
"17869","RMBS","Y2016",1
"17870","RMCF","Y2016",1
"17871","RMGN","Y2016",1
"17872","RMNI","Y2016",0
"17873","RMR","Y2016",1
"17874","RMTI","Y2016",1
"17875","RNET","Y2016",1
"17876","RNWK","Y2016",1
"17877","ROCK","Y2016",1
"17878","ROIC","Y2016",1
"17879","ROKU","Y2016",0
"17880","ROLL","Y2016",1
"17881","ROSE","Y2016",0
"17882","ROSG","Y2016",1
"17883","ROST","Y2016",1
"17884","RP","Y2016",1
"17885","RPD","Y2016",1
"17886","RPXC","Y2016",1
"17887","RRGB","Y2016",1
"17888","RRR","Y2016",1
"17889","RSLS","Y2016",1
"17890","RSYS","Y2016",1
"17891","RTIX","Y2016",1
"17892","RTRX","Y2016",1
"17893","RTTR","Y2016",1
"17894","RUN","Y2016",1
"17895","RUSHA","Y2016",1
"17896","RUSHB","Y2016",1
"17897","RUTH","Y2016",1
"17898","RVEN","Y2016",1
"17899","RVLT","Y2016",1
"17900","RVNC","Y2016",1
"17901","RWLK","Y2016",1
"17902","RXII","Y2016",1
"17903","RYAAY","Y2016",1
"17904","RYTM","Y2016",0
"17905","SABR","Y2016",1
"17906","SAEX","Y2016",1
"17907","SAFM","Y2016",1
"17908","SAGE","Y2016",1
"17909","SAIA","Y2016",1
"17910","SALM","Y2016",1
"17911","SANM","Y2016",1
"17912","SATS","Y2016",1
"17913","SAUC","Y2016",1
"17914","SBAC","Y2016",1
"17915","SBBP","Y2016",1
"17916","SBGI","Y2016",1
"17917","SBLK","Y2016",1
"17918","SBOT","Y2016",1
"17919","SBPH","Y2016",1
"17920","SBRA","Y2016",1
"17921","SBRAP","Y2016",NA
"17922","SBUX","Y2016",1
"17923","SCHL","Y2016",1
"17924","SCHN","Y2016",1
"17925","SCKT","Y2016",1
"17926","SCON","Y2016",1
"17927","SCPH","Y2016",0
"17928","SCSC","Y2016",1
"17929","SCVL","Y2016",1
"17930","SCWX","Y2016",0
"17931","SCYX","Y2016",1
"17932","SEAC","Y2016",1
"17933","SECO","Y2016",0
"17934","SEDG","Y2016",1
"17935","SEED","Y2016",1
"17936","SEII","Y2016",1
"17937","SELB","Y2016",1
"17938","SELF","Y2016",0
"17939","SENEA","Y2016",1
"17940","SENEB","Y2016",1
"17941","SES","Y2016",1
"17942","SFIX","Y2016",0
"17943","SFLY","Y2016",1
"17944","SFM","Y2016",1
"17945","SGBX","Y2016",0
"17946","SGC","Y2016",1
"17947","SGEN","Y2016",1
"17948","SGH","Y2016",0
"17949","SGLB","Y2016",1
"17950","SGMA","Y2016",1
"17951","SGMO","Y2016",1
"17952","SGMS","Y2016",1
"17953","SGOC","Y2016",1
"17954","SGRP","Y2016",1
"17955","SGRY","Y2016",1
"17956","SGYP","Y2016",1
"17957","SHEN","Y2016",1
"17958","SHIP","Y2016",1
"17959","SHLD","Y2016",1
"17960","SHLM","Y2016",1
"17961","SHLO","Y2016",1
"17962","SHOO","Y2016",1
"17963","SHOS","Y2016",1
"17964","SHPG","Y2016",1
"17965","SHSP","Y2016",1
"17966","SIEN","Y2016",1
"17967","SIFY","Y2016",1
"17968","SIGM","Y2016",1
"17969","SILC","Y2016",1
"17970","SIMO","Y2016",1
"17971","SINA","Y2016",1
"17972","SINO","Y2016",1
"17973","SIR","Y2016",1
"17974","SIRI","Y2016",1
"17975","SITO","Y2016",1
"17976","SKIS","Y2016",1
"17977","SKYS","Y2016",1
"17978","SKYW","Y2016",1
"17979","SLAB","Y2016",1
"17980","SLDB","Y2016",0
"17981","SLGL","Y2016",0
"17982","SLGN","Y2016",1
"17983","SLNO","Y2016",1
"17984","SLP","Y2016",1
"17985","SLS","Y2016",1
"17986","SMCI","Y2016",1
"17987","SMED","Y2016",1
"17988","SMIT","Y2016",1
"17989","SMMT","Y2016",1
"17990","SMPL","Y2016",0
"17991","SMRT","Y2016",1
"17992","SMSI","Y2016",1
"17993","SMTC","Y2016",1
"17994","SMTX","Y2016",1
"17995","SNBR","Y2016",1
"17996","SNCR","Y2016",1
"17997","SND","Y2016",1
"17998","SNDE","Y2016",1
"17999","SNDX","Y2016",1
"18000","SNES","Y2016",1
"18001","SNGX","Y2016",1
"18002","SNH","Y2016",1
"18003","SNHY","Y2016",1
"18004","SNI","Y2016",1
"18005","SNMX","Y2016",1
"18006","SNNA","Y2016",0
"18007","SNOA","Y2016",1
"18008","SNPS","Y2016",1
"18009","SNSS","Y2016",1
"18010","SODA","Y2016",1
"18011","SOFO","Y2016",1
"18012","SOHO","Y2016",1
"18013","SOHU","Y2016",1
"18014","SONC","Y2016",1
"18015","SORL","Y2016",1
"18016","SP","Y2016",1
"18017","SPAR","Y2016",1
"18018","SPCB","Y2016",1
"18019","SPEX","Y2016",1
"18020","SPI","Y2016",1
"18021","SPIL","Y2016",1
"18022","SPKE","Y2016",1
"18023","SPLK","Y2016",1
"18024","SPNE","Y2016",1
"18025","SPNS","Y2016",1
"18026","SPOK","Y2016",1
"18027","SPPI","Y2016",1
"18028","SPRO","Y2016",0
"18029","SPRT","Y2016",1
"18030","SPSC","Y2016",1
"18031","SPTN","Y2016",1
"18032","SPWH","Y2016",1
